Title,Artist,Difficulty,Book,Page,URL,Body,Chords,Tags
Take Your Mama,Scissor Sisters,1,Book 5,16,https://moselele.co.uk/individual_songs/Take_Your_Mama.pdf,"[G][F][Am][G]
[G][F][Am][G]

[G] When you grow up
Livin' like a good boy [F]oughta
And your [Am]mama
Takes a shine to her best [G]son
Something different
All the girls, they seem to [F] like you
Cause you're [Am]handsome,
Like to talk, and a whole lot of [G]fun
But now your [Am]girl's gone a [C] missin'
And your [D]house has got an empty [G]bed
The folks'll [Am]wonder 'bout the [C] wedding
They won't [D] listen to a word you [G]said
Gonna [G]take your mama out all night
Yeah, we'll [F]show her what it's all about
We'll get her [Am] jacked up on some cheap champagne
We'll let the [G] good times all roll out
And if the [G]music ain't good, well it's just too bad
We're gonna [F]sing along no matter what
Because the [Am]dancers don't mind at the New Orleans
If you [G]tip 'em and they make a cut
[F]
[G] Do it
Take your mama [F]out all night
So she'll [Am] have no doubt
That we're doing all the best we [G]can [F]

[G] Gonna do it
Take your mama [F]out all night
You can [Am]stay up late
'cause baby you're a full grown [G]man
[G][F][Am][G]
[G] It's a struggle
Livin' like a good boy [F]oughta
In the [Am]summer
Watchin' all the girls pass [G]by
When your mama
Heard the way that you'd been [F]talking
I tried to [Am]tell you
That all she'd wanna do is [G]cry
Now we [Am]end up takin' the [C]  long way home
Lookin' [D]overdressed wearin' buckets of stale [G]cologne
It's so [Am]hard to see streets on a [C] country road
When your [D]glasses in the garbage
And your Continental's just been [G]towed
Gonna [G]take your mama out all night
Yeah, we'll [F]show her what it's all about
We'll get her [Am] jacked up on some cheap champagne
We'll let the [G] good times all roll out
And if the [G]music ain't good, well it's just too bad
We're gonna [F]sing along no matter what
Because the [Am]dancers don't mind at the New Orleans
If you [G]tip 'em and they make a cut
[F]
[G] Do it
Take your mama [F]out all night
So she'll [Am]have no doubt
That we're doing all the best we [G]can [F]
[G] Gonna do it
Take your mama [F]out all night
You can [Am]stay up late
'cause baby you're a full grown [G]man
[F] [G]","Am, C, D, F, G",
It Must Be Love,Madness,3,Book 5,70,https://moselele.co.uk/individual_songs/It_Must_Be_Love.pdf,"[Am]  [Em]  [Am]  [Em]
[Am] I never [Em] thought  I'd miss you
[Am] half as [Em] much as I [G] do [C] [G] [C]/// [D]/
[Am] And I never [Em] thought  I'd feel this [Am] way,
the way I [Em]  feel about [G] you [C] [G] [C]/// [D]/

[Em] As soon as I [A7] wake up
[Dm] every night [E7] every day
[Am] I know that it's [C] you I need
to [D] take the blues away [D7]

[G] It must be [Bm7] love, love, [C] love [D]
[G] It must be [Bm7] love, love, [C] love [D]
[Am*] nothing more, [Bm7*] nothing less,
[C*] love is the best

[Am] How can it [Em] be that we can
[Am] say so [Em] much
without words[G][G] [C]
[G][G] [C]/// [D]/

[Am] Bless you and [Em] bless me
[Am] Bless the [Em] bees
And the birds [G][G] [C]
[G][G] [C]/// [D]/

[Em] I've got to be [A7] near you
[Dm] every night [E7] every day
[Am]  I couldn't be [C] happy
[D] Any other way [D7]

[G] It must be [Bm7] love, love, [C] love [D]
[G] It must be [Bm7] love, love, [C] love [D]
[Am*] nothing more, [Bm7*] nothing less,
[C*] love is the best

[Am]  [Em]  [Am]  [Em]  [G]   [C]   [G]   [C]
[Am]  [Em]  [Am]  [Em]  [G]   [C]   [G]  [C]/// [D]/

[Em] As soon as I [A7] wake up
[Dm] every night [E7] every day
[Am] I know that it's [C] you I need
to [D] take the blues away [D7]

[G] It must be [Bm7] love, love, [C] love [D]
[G] It must be [Bm7] love, love, [C*] love
[C]    [D][Em]
[G] It must be [Bm7] love, love, [C] love [D]
[G] It must be [Bm7] love, love, [C] love [D]
[G] It must be [Bm7] love, love, [C] love [D]
[G] It must be [Bm7] love, love, [C] love","A7, Am, Bm7, C, D, D7, Dm, E7, Em, G",
Breakfast in America,Supertramp,3,Book 5,52,https://moselele.co.uk/individual_songs/Breakfast_In_America.pdf,"[Am]Take a look at my [G]girlfriend, [F]she's the only one I got
[Am]Not much of a [G]girlfriend, I [F]never seem to get a lot

[E*]Take a jumbo [E7*] across the water, [Am*] like to see America
[E*]See the girls in [E7*] California, I'm [Dm*] hoping it's going to come [G*] true
But there's [Dm] not a lot I can [G]do [G]////

[Am]Could we have kippers for [G]breakfast? [F]Mummy dear, Mummy dear
[Am]They got to have 'em in [G] Texas, [F]'Cause everyone's a millionaire

[E]I'm a winner, [E7] I’m a sinner, [Am]do you want my autograph?
[E]I'm a loser, [E7] such a joker, I'm [Dm] playing my jokes upon [G]you
While there's [Dm] nothing better to [G] do, hey

[E]Ba ba ba Baa, [E7] ba ba, [Am] Ba da da da da
[E]Ba ba ba Baa, [E7] ba ba, [Am] Ba da da da da
La La [F]La la la, la la [Dm]la, la la la [G]la [G]////

[Am]Don't you look at my [G]girlfriend, girlfriend, [F]'cause she's the only one I got
[Am]Not much of a [G]girlfriend, girlfriend
I [F]never seem to get a lot - What's she got? Not a lot

[E]Take a jumbo [E7] across the water, [Am]like to see America
[E]See the girls in [E7] California, I'm [Dm] hoping it's going to come [G]true
But there's [Dm] not a lot I can [G]do, hey

[E]Ba ba ba Baa, [E7] ba ba, [Am] Ba da da da da
[E]Ba ba ba Baa, [E7] ba ba, [Am] Ba da da da da
[E]Hey u-um, hey u-um, hey [Am]u-um, hey u-um
[E]Hey u-um, hey u-um, hey [Am]u-um, hey u-um
La La [F]La la la, la [Dm]la la, la la la [G]la
[Am]","Am, Dm, E, E7, F, G",
The Boy With The Arab Strap,Belle & Sebastian,1,Book 5,20,https://moselele.co.uk/individual_songs/The_Boy_With_The_Arab_Strap.pdf,"(for intro hammer on Gsus4 every fourth beat)

[G]//// [G]//// [G]//// [G]////
[G] A mile and a half on a bus takes a long time
[G]The odour of old prison food takes a long time to
[C] pass you by [C]////
[G]Day upon day of this wandering gets you down
[G]Nobody gives you a chance or a dollar in
[C] this old town [C]////

[G] Hovering silence from you is a giveaway
[G]Squalor and smoke’s not your style, “I don’t like this place”
[C]We better go [C]////
[G]Then I compare notes with your older sister
[G]I am a lazy gett, she is as pure as the
[C] cold driven snow [C]////

[D]//[D7]//[G]////

[G] What did you learn from your time in the solitary cell of your mind?
[G]There was noises, distractions from
[C]anything good [C]And the old prison food
[G]Colour my life with the chaos of trouble
[G]Cause anything’s better than posh isolation
[C] I missed the bus, you were laid on your back
With the boy from the arab [D]strap [D]//[D7]//
With the boy from the arab [G]strap [G]////

(whistle tune over this verse)
[G][G][G][G]
[C][C][C][C]
[G][G][G][G]
[C][C][C][C]
[D][D][C][C]
[C][C][C][C]
[G][G][G][G]

[G]It’s something to speak of the way you are feeling
[G]To crowds there assembled do you ever feel you have
[C]gone too far? [C]////
[G]Everyone suffers in silence a burden
[G]The man who drives minicabs down in Old Compton
The [C]Asian man, with his love hate affair with his racist clientele[D]//[D7]//

[G]A central location for you is a must as you stagger about making free with your lewd and
[C]lascivious boasts [C]////
[G]We know you are soft ‘cause we’ve all seen you dancing
[G]We know you are hard ‘cause we all seen you drinking
from [C]noon until noon again [C]////
You’re the boy with the filthy [D]laugh [D]//[D7]//
You’re the boy with the arab [G]strap

[G][G][G][G]
[C][C][C][C]
[G][G][G][G]
[C][C][C][C]

[G*]Strapped to the table with suits from the shelter shop
[G*]Comic celebrity takes a back seat as the [C*]cigarette catches
And sets off the smoke alarm
[G*]What do you make of the cool set in London?
[G*]Constantly updating your hit parade of your [C*]ten biggest wanks
She’s a waitress and she’s got [D*]style
Sunday bathtime could take a [G*]while","C, D, D7, G",
Sex on Fire,Kings of Leon,1,Book 5,22,https://moselele.co.uk/individual_songs/Sex_On Fire.pdf,"[E]   [C#m]

Lay where you're [E]laying Don't make a sound
I know they're [C#m]watching  They're watching

All the comm[E]otion the killing of pain
Has people [C#m]talking, Talking

[E]Yoooooouuuuu, Your sex is on [C#m] fire [A]

The dark of the [E] alley, The break of the day
Ahead while I'm [C#m] driving I'm driving

Soft lips are [E] open Them knuckles are pale
Feels like you're [C#m] dying You're [A]dying

[E]Yoooooouuuuu, Your sex is on [C#m] fire [A]
And [E] soooooooo
Were the words to trans[C#m]pire [A]

Hot as a [E] fever, Rattling bones
I could just [C#m] taste it, Taste it

But it's not for[E]ever, But it's just tonight
Oh we're still the [C#m]greatest
The [A] greatest
The greatest

[E*]Yoooooouuuuu, Your sex is on [C#m*] fire [A*]
[E*]Yoooooouuuuu, Your sex is on [C#m*] fire [A*]
And [E] soooooooo
Were the words to trans[C#m]pire [A]

[E]Yoooooouuuuu, Your sex is on [C#m] fire [A]
And [E] soooooooo
Were the words to trans[C#m]pire [A] [E]","A, C#m, E",
Video Killed The Radio Star,The Buggles,2,Book 5,23,https://moselele.co.uk/individual_songs/Video_Killed_The_Radio_Star.pdf,"[G] [D] [Em7] [Bm]
[G] [D] [Em7] [A].....

[D] I heard you [G] on the wireless [Em7] back in Fifty [A] Two
[D] Lying a-[G]-wake intent at [Em7] tuning in on [A] you.
[D] If I was [G] young it didn't [Em7] stop you coming [A] through.
[D] Oh-a [G] oh [Em7] [A]

[D] They took the [G] credit for your [Em7] second sympho-[A]-ny.
[D] Rewritten [G] by machine on [Em7] new technolo-[A]-gy,
[D] and now I [G] understand the [Em7] problems you can [A] see.
[D] Oh-a [G] oh [Em7] I met your [A] children
[D] Oh-a [G] oh [Em7] What did you [A] tell them?

[D] Video killed the [G] radio star. [D] Video killed the [G] radio star.
[D] Pictures [A] came and [G] broke your heart. [A] Oh-a-a-a [Bm] oh

[D] And now we [G] meet in an a-[Em7]-bandoned studi-[A]-o.
[D] We hear the [G] playback and it [Em7] seems so long a-[A]-go.
[D] And you re-[G]-member the [Em7] jingles used to [A] go.

[D] Oh-a [G] oh [Em7] you were the [A] first one
[D] Oh-a [G] oh [Em7] you were the [A] last one

[D] Video killed the [G] radio star. [D] Video killed the [G] radio star.
[D] In my [A] mind and [G] in my car, we [D] can't re-[A]-wind we've [G] gone too far
[A] Oh-a-a-a [Bm] oh  [A] Oh-a-a-a [Bm] oh

[Em7] [A] [D] [G] [Em7] [A] [D] [G]
[Em7] [A] [Bm] [Bm] [G*]       [D*] [Em7*] [A*]

[D] Video killed the [G] radio star. [D] Video killed the [G] radio star.
[D] In my [A] mind and [G] in my car, we [D] can't re-[A]-wind we've [G] gone too far
[D] Pictures [A] came and [G] broke your heart, [D] put the [A] blame on [G*] VCR…...
You [D] are [G] [Em7] a [A] radio [D] star [G] [Em7] [A]
You [D] are [G] [Em7] a [A] radio [D] star [G] [Em7] [A]
[D] Video killed the [G] radio star. x4
[D] Video killed the [G] radio star.  (You are a radio star.) x4
[D]","A, Bm, D, Em7, G",
National Express,The Divine Comedy,4,Book 5,86,https://moselele.co.uk/individual_songs/National_Express.pdf,"[G7] [G7] [G7] [G7] [C] [C] [C] [C] [D7] [D7] [D7] [D7] [G] [G] [G] [G]

[G] Take the National Express [Dm] when your life's in a mess
[Bm7] it will make you [Dm] smile
[G] All human life is here [Dm] from the feeble old [Bm] dear to the screaming [Dm] child
[G] From the student who [Dm] knows  that to have one of those
[Bm7] would be suicide [Dm]
[G] To the family [Dm] man manhandling the [Bm] pram with paternal [Dm] pride

And everybody sing [G7] ba ba baba ba ba baba [C] ba ba baba ba ba baba ba ba baba [D7]
ba ba ba alright [G]
[G7] we're going [C] where [D7] the air is [G] free

[G] On the National Express [Dm] there's a jolly hostess
[Bm7] selling crisps and [Dm] tea
[G] She'll provide you with [Dm] drinks and theatrical [Bm7] winks for a sky-high [Dm] fee
[G] Miniskirts were in [Dm] style when she danced down the aisle
[Bm7] back in sixty [Dm] three
[G] But it's hard to get [Dm] by when your arse is the [Bm7] size of a small count-[Dm]-ry

And everybody sing [G7] ba ba baba ba ba baba [C] ba ba baba ba ba baba ba ba baba [D7]
ba ba ba alright [G]
[G] we're going [C] where the [D7] air is [Em] free [Em]//// [G]////
[C] Tomorrow bel-[G]-ongs to me..[Am] [Bm] [C] [D]

[D] When you're sad and feeling blue, [Daug] with nothing better to do,
[Bm7] Don't just don't sit there feeling stressed, [D7] take a trip on [*] the National [G]
Express.. [Dm] [Bm] [Dm]
On the National Express.. [G] [Dm] [Bm] [Dm]

[G] [G] [G] [G] [Dm] [Dm] [Dm] [Dm] [Bm] [Bm] [Bm] [Bm] [Dm] [Dm][Dm] [Dm]
[G] [G] [G] [G] [Dm] [Dm] [Dm] [Dm] [Bm] [Bm] [Bm] [Bm] [Dm] [Dm][Dm] [Dm]
[G]","Am, Bm, Bm7, C, D, D7, Daug, Dm, Em, G, G7",
Wake Me Up Before You Go - Go,Wham,2,Book 5,28,https://moselele.co.uk/individual_songs/Wake_Me_Up_Before_You_Go-Go.pdf,"[C] [*] Jitterbug [click fingers] x 4

You put the [C] boom-boom into my heart
You send my [Dm] soul sky high when your [C] lovin' starts
Jitterbug into my brain
Goes a [Dm] bang-bang-bang 'til my [C] feet do the same
But [Dm] something's bugging you
[Em] Something ain't right
My [F] best friend told me what [Em] you did last night
[Dm] Left me sleepin' [Em] in my bed
[F] I was dreaming, but I [G] should have been with you instead [*]

Wake me [C] up before you go-go
Don't leave me [Dm] hanging on like a [C] yo-yo
Wake me up before you go-go
Don't want to [Dm] miss it when you hit that [C] high
Wake me up before you go-go
'Cause I'm not [Dm] plannin' on going  [C] solo
Wake me up before you go-go
[Dm] Take me dancing  toni[C]iiight
I wanna hit that hiiiigh - yeah, yeah, yeah

You take the [C] grey skies out of my way
You make the [Dm] sun shine brighter than [C] Doris Day
Turned a bright spark into a flame
My [Dm] beats per minute never [C] been the same

'Cause [Dm] you're my lady [Em] I'm your fool
[F] It makes me crazy when you [Em] act so cruel
[Dm] Come on, baby, [Em] let's not fight
[F] We'll go dancing [G] everything will be all right [*]

Wake me [C] up before you go-go
Don't leave me [Dm] hanging on like a [C] yo-yo
Wake me up before you go-go
Don't want to [Dm] miss it when you hit that [C] high
Wake me up before you go-go
'Cause I'm not [Dm] plannin' on going  [C] solo
Wake me up before you go-go
[Dm] Take me dancing  toni[C]iiight
I wanna hit that hiiiigh - yeah, yeah, yeah

[C] [C] [Dm] [C] (with kazoo solo)
[C] [C] [Dm] [C]

[Dm] Cuddle up, baby [Em] move in tight
[F] We'll go dancing [Em] tomorrow night
[Dm] It's cold out there, but it's [Em] warm in bed
[F] They can dance [G] we'll stay home instead

Wake me [C] up before you go-go
Don't leave me [Dm] hanging on like a [C] yo-yo
Wake me up before you go-go
Don't want to [Dm] miss it when you hit that [C] high
Wake me up before you go-go
'Cause I'm not [Dm] plannin' on going  [C] solo
Wake me up before you go-go
[Dm] Take me dancing  toni[C]ght

Wake me [C] up before you go-go
Don't leave me [Dm] hanging on like a [C] yo-yo
Wake me up before you go-go
Don't want to [Dm] miss it when you hit that [C] high
Wake me up before you go-go
'Cause I'm not [Dm] plannin' on going  [C] solo
Wake me up before you go-go
[Dm] Take me dancing  toni[C]ght","C, Dm, Em, F, G",
Bad Reputation,Joan Jett,2,Book 5,26,https://moselele.co.uk/individual_songs/Bad_Reputation.pdf,"[C] [C] [C] [C]
[C] [C] [C] [C]

[C][*] I don’t give a damn about my reputation [C] [C]
[C][*] You’re living in the past; it’s a new generation [C] [C]
A [F] girl can do what she [G] wants to do
And [F] that’s what I’m [C] gonna [G][*] do
And I [C][*] don’t give a damn about my bad reputation
[C][F][G][C]
Oh no [C][F][G][C]
Not me [C][F][G][C]
[C][*] And I don't give a damn about my reputation [C] [C]
[C][*]I never said I wanted to improve my station [C] [C]
And I'm [F] only feeling good when I'm [G] having fun
And I [F] don't have to [C] please no [G][*] one

And I [C][*] don't give a damn about my bad reputation

[C][F][G][C]
Oh no [C][F][G][C]
Not me [C][F][G][C]
Oh no [C][F][G][C]
Not me [C][F][G][C]

[KEY CHANGE]
[D][*] I don’t give a damn about my reputation [D] [D]
[D][*] I’ve never been afraid of any deviation [D] [D]
And I [G] don’t really care if you [A] think I’m strange
[G] I ain’t [D] gonna [A] change
And I’m [D][*] never gonna care about my bad reputation

[D][G][A][D]
Oh no [D][G][A][D]
Not me [D][G][A][D]
Oh no [D][G][A][D]
Not me [D][G][A][D]
Well come on, boys!

[D] [D] [D] [D]
[D] [D] [D] [D]

[D][*] I don’t give a damn about my reputation [D] [D]
[D][*] The world’s in trouble there’s no communication [D] [D]
And [G] everyone can say what they [A] wanna say
[G] It never gets [D] better [A] anyway
So [D][*] why should I care ‘bout a bad reputation

[D][G][A][D]
Anyway, oh no [D][G][A][D]
Not me [D][G][A][D]
Oh no [D][G][A][D]
Not me [D][G][A][D]

[D][*] I don’t give a damn ‘bout my bad reputation [D] [D]
[D][*] You’re living in the past it’s a new generation [D] [D]
And I [G] only feel good when I [A] got no pain
[G] And that’s how I’m [D] gonna [A] stay
And I [D][*] don’t give a damn ‘bout my bad reputation

[D][G][A][D]
[D][G][A][D] Oh no
[D][G][A][D] Not me
[D][G][A][D] Oh no
[D][G][A][D] Not meeeee
[D][G][A][D] Not meee
[D][G][A][D]
Not me!","A, C, D, F, G",
Add It Up,Violent Femmes,1,Book 5,10,https://moselele.co.uk/individual_songs/Add_It_Up.pdf,"(a capella intro)
Daaaaaay, after day, I will walk, and I will play,
but the day, after today, I will stop, and I will start

[B] [B] [A] [B]
[B] Why can't I get just one kiss?
[B]Why can't I get just one kiss?
[A] maybe there's some things I wouldn't miss
but I [B*] look at your pants and I need a kiss

[B] Why can't I get just one screw?
[B] Why can't I get just one screw?
[A] believe me I'd know what to do
but [B*] something won't let me make love to you
[B] [B] [A] [B]

[B] Why can't I get just one fuck?
[B] Why can't I get just one fuck?
[A] I guess it's got something to do with luck
but I [B*] waited my whole life for just one
[B] Day......after [B]day..I get [A] angry and I will [B] say
that the [B] day is in my [B] sight when I take a [A] bow and say good-[B]-night
(play uke muted)
[B] Mo my momma momma mo my mum
Have you [B] kept your eye your eye on your son?
I [A] know you've had problems, you’re not the only one
but [B] when your sugar left, he left you on the run
So [B] Mo my momma momma mo my mum
[B] take a look now what your boy has done
he's [A] walking around like he's number one
he [B] went downtown and he got him a gun

So don't [B] shoot, shoot, shoot that thing at me
Don't [B] shoot, shoot, shoot that thing at me
You [A] know you got my sympathy
but [B] don't shoot shoot shoot that thing at me
(louder)
Don't [B] shoot, shoot, shoot that thing at me
Don't [B] shoot, shoot, shoot that thing at me
You [A] know you got my sympathy
but [B] don't shoot shoot shoot that thing at me

[B] [B] [A] [B]  (kazoo solo)

(muted)
In your [B] broken down kitchen at the top of the stairs
Can I [B] mix in with your affairs
[A] Share a smoke, make a joke
[B] Grasp and reach for a leg of hope
[B] Words to memorise, words hypnotise
[B] Words make my mouth exercise
[A] Words all fail the magic prize
[B] Nothing I can say when I'm in your thighs
[B]  Mo my momma momma mo my mother
[B] I would love to love you lover
[A] The city is restless it's ready to pounce
[B] here in your bedroom ounce for ounce
And [B]  Mo my momma momma mo my mother
[B] I would love to love you lover
[A] The city is restless it's ready to pounce
Go [B] here in your bedroom, ounce for ounce

Said I'm [B] giving you, a decision to make
[B] Things to lose, things to take
[A] Just as she’s ‘bout ready to cut it up
She said [B*] “wait a minute honey, I'm gonna add it up”

I'm gonna [B] Add it up, Add it up
[B] Add it up , Add it up
[A] Add it up  (See what you got you gotta)
[B] Add it up
[B]Day after [B] day
I get [A] angry and I will [B] say
that the [B] day is in my [B] sight
when I take a [A] bow and say good[B] night
[B] [B] [A] [B]  x 2 [B]","A, B",
